prakrit	english
तह सोण्हाइ पुलइओ दरवलिआवंगतारअं पहिओ,जह वारिओ वि घरसामिएण आलिंदए वसिओ	After the flicker of a side glance From the daughter-in-law The traveler, refused entry By the master of the house, Spent the night on the veranda.
कं तुंगथणुक्खित्तेण पुत्ति दारट्ठिआ पलोएसि,उण्णामिअकलसणिवेसिअग्घकमलेण व मुहेण	Whom are you looking out for, Standing at the door? Your face above your prominent breasts Looks like a lotus Placed on top of the two water pots Standing ready to welcome a guest
वइविवरणिग्गअदलो एरंडो साहइ व्व तरुणाणं,एत्थ घरे हलिअवहू एद्दहमेत्तत्थणी वसइ	"With its leaves pushing through The gaps in the fence The castor oil plant seems to be telling The youths of the village ""Here lives a farmer's wife With breasts this big."""
पडिवक्खमण्णुपुंजे लावण्णउडे अणंगगअकुंभे,पुरिससअहिअअधरिए कीस थणंती थणे वहसि	Why do you groan as you carry them —Two heaps piled with your rivals' jealousy, Two vessels brimful of beauty, Two elephant lobes stuffed with love? In their hearts men by the hundred Are sharing the burden Of your breasts
घरिणीघणथणपेल्लणसुहेल्लिपडिअस्स होंतपहिअस्स,अवसउणंगारअवारविट्ठिदिअहा सुहावेंति	The would-be traveler has become so addicted to the pleasant pastime Of fondling his wife's firm breasts That he welcomes any bad omen —Wishes it were Tuesday or a day of rain
सा तुज्झ कए वालअ अणिसं घरदारतोरणणिसण्णा,ओसूसइ वंदणमालिअ व्व दिअहं चिअ वराई	You fool, It is on your account That the poor girl sits patiently Beneath the doorway And, like the garland of welcome Festooning it, wilts every day
हसिअं सहत्थतालं सुक्खवडं उवगएहि पहिएहिं,पत्तअफलाण सरिसे उड्डीणे पूसविंदम्मि	Laughing and clapping, The travelers run towards the shady banyan Loaded with juicy fruit When a flock of parrots flies up To reveal a bare, shrivelled tree
कह णाम तीअ तह सो सहावगरुओ वि थणहरो पडिओ,अहवा महिलाण चिरं को वि ण हिअअम्मि संठाइ	How come that her breasts, Once so firm, Now sag like this? On the other hand, Who abides forever in a woman's heart?
सुअनु वअणं छिवंतं सूरं मा साउलीअ वारेहि,एअस्स पंकअस्स अ जाणउ कअरं सुहप्फंसं	Lovely woman, Don't cover your face with your shawl. Let the sun find out which is more pleasant to touch, Your face Or the lotus.
माणोसहं व पिज्जइ पिआइ माणंसिणीअ दइअस्स,करसंपुडवलिउद्धाणणाइ मइराइ गंडूसो	Turning her face upwards With his cupped hands, Her husband offers her wine —One mouthful to drink As a medicine For sulkiness.
कह सा णिव्वण्णिज्जउ जीअ जहालोइअम्मि अंगम्मि,दिट्ठी दुव्वलगाइ व्व पंकपडिआ ण उत्तरइ	How can I describe her? Once you see her body You cannot take your eyes off it: They are like a helpless cow Stuck in the mud
कीरंति च्चिअ णासइ उअए रेह व्व खलअणे मेत्ती,सा उण सुअणम्मि कआ अणहा पाहाणरेह व्व	Like writing on water Friendship with a bad man Fades as soon as it's begun. With a good man it is immutable Like an inscription in stone
अव्वो उक्करआरअ पुणो वि तत्तिं करेसि गमणस्स,अज्ज वि ण होंति सरला वेणीअ तरंगिणो चिहुरा	Ah, what a cruel man you are, Thinking of leaving again While the hair of my braid has not yet had time To uncurl.
ण वि तह छेअरआइ वि हरंति पुणरुत्तराअरसिआइं,जह जत्थ व तत्थ व जह व तह व सब्भावणेहरमिआइं	Making love With great sophistication, For all the pleasure Of constantly renewed passion, Is not as rapturous As making love Wherever and however With true affection.
उज्झसि पिआइ समअं तह वि हु रे भणसु कीस किसिअ त्ति,उअरिभरेण अआणुअ मुअइ वइल्लो वि अंगाइं	I have both you And your new love To bear in my heart. How dare you ask, you fool, Why I am wasting away? Even an ox collapses when overloaded.
दढमूलवद्धगंठि व्व मोइआ कह वि तेण मे वाहू,अम्हेहि वि तस्स उरे खुत्त व्व समुक्खआ थणआ	With great difficulty He released himself from my arms As if untangling a tight knot And I extracted my breasts Deeply buried in his chest.
अणुणअपसाइआए तुज्झ ऽवराहे चिरं गणंतीए,अपहुत्तोहअहत्थंगुरीअ रुण्णं वराईए	Only after you had won her round Did she start to make a count of your offenses. When the fingers of both hands proved not enough The poor thing finally burst into tears.
धुअइ व्व मअकलंकं कवोलपडिअस्स माणिणी उअह,अणवरअवाहजलभरिअणअणकलसेहि चंदस्स	See how the affronted wife Is washing away the dark patches of the moon Reflected on her cheek With an endless stream of water From the jars of her eyes.
गंधेण अप्पणो मालिआण णोमालिआ ण फुट्टिहइ,अण्णो को वि हआसाइ मंसलो परिमलुग्गारो	Among the other flowers in a garland The scent of the young jasmine will never get lost: There is something unusually powerful About the damned thing
फलसंपत्तीअ समोणआइ तुंगाइ फलविपत्तीए,हिअआइ सुपुरिसाणं महातरूणं व सिहराइं	The hearts of good men are like the tops of tall trees: When laden with fruit They are bent on sharing And when bare they are uplifted.
आसासेइ परिअणं परिवत्तंतीअ पहिअजाआए,णित्थामुव्वत्तणवलिअहत्थमुहलो वलअसद्दो	The sound of her bracelets, As the traveler's wife turns on her side And weakly moves her hands, Is enough to reassure her friends
ण विणा सब्भावेणं घेप्पइ परमत्थजाणुओ लोओ,को जुण्णमंजरं कंजिएण वेआरिउं तरइ	A man who knows the ultimate truth Is only won over by true goodness, For who can trick an old cat with rice gruel?
रण्णाउ तणं रण्णाउ पाणिअं सव्वदो सअंगाहं,तह वि मआण मईण अ आमरणंताइ पेम्माइं	In the jungle grass and water Are everywhere free for the asking, And still the love between a doe and a stag Lasts until death.
तुप्पाणणा किणो अच्छसि त्ति परिपुच्छिआइ वहुआइ,विउणावेढिअजहणत्थलाइ लज्जोणअं हसिअं	When he asked his young wife Why her face was still smeared with ghee, She looked away in embarrassment But smiled, Her skirt wrapped twice around her thighs.
हिअअ च्चेअ विलीणो ण साहिओ जाणिऊण घरसारं,वंधवदुव्वअणं मिव दोहलओ दुग्गअवहूए	Conscious of the family's situation, The pregnant wife does not mention what she craves for But keeps it to herself, Like an indecent proposal made by one of her husband's brothers.
धावइ विअलिअधम्मिल्लसिचअसंजमणवावडकरग्गा,चंडिलभअविवलाअंतडिंभपरिमग्गिणी घरिणी	With one hand clutching at her skirt, Which is slipping down, And with the other her hair, Which has come loose, The housewife chases after her little son, Who is running away, scared of the barber
जह जह उव्वहइ वहू णवजोव्वणमणहराइ अंगाइ,तह तह से तणुआअइ मज्झो दइओ अ पडिवक्खो	The more the wife flaunts her delicious, young body The thinner become her waist, her husband, And her rivals
जह जह जरापरिणओ होइ पई दुग्गओ विरूओ वि,कुलवालिआण तह तह अहिअअरं वल्लहो होइ	The poorer, the uglier, the more decrepit Her husband becomes The more a true woman loves him.
एसो मामि जुआणो वारं वारेण जं अडअणाओ,गिम्हे गामेक्कवडोदअं व किच्छेण पावंति	Aunt! There goes the young man Whom all the hussies in turn Try to grab hold of, Just like the water in the only well in the village On a hot summer's day
गामवडस्स पिउच्छा आवंडुमुहाण पंडुरच्छाहं,हिअएण समं असईण पडइ वाआहअं पत्तं	Aunt, A yellow leaf, battered by the wind, Falls from the village banyan And with it the pale faces Of the false women.
पेच्छइ अलद्धलक्खं दीहं णीससइ सुण्णअं हसइ,जह जंपइ अफुडत्थं तह से हिअअट्ठिअं किं पि	She stares into thin air, Heaves long sighs, Smiles vacantly And mutters nonsense: There must be something on her mind.
गहवइ गओ म्ह सरणं रक्खसु एअं ति अडअणा भणिउं,सहसागअस्स तुरिअं पइणो च्चिअ जारम् अप्पेइ	"""My lord, This man seeks shelter with us. Do look after him."" With these words the wife hastily introduced her lover To her husband Who had returned home unexpectedly"
हिअएछिअस्स दिज्जउ तणुआअंतिं ण पेच्छह पिउच्छा,हिअएछिओ म्ह कत्तो भणिउं मोहं गआ कुअरी	"Aunt, Marry the girl to the person she fancies. Can't you see she is pining away? ""'Person I fancy'? What do you mean?"" So saying the girl fell in a faint."
खिण्णस्स उरे पइणो ठवेइ गिम्हावरण्हरमिअस्स,ओल्लं गलंतकुसुमं ण्हाणसुअंधं चिहुरभारं	Wet and fragrant after her bath And with flowers falling from it, She lays her long, thick hair On her exhausted husband's chest After a summer afternoon Of making love
अह सरसदंतमंडलकवोलपडिमागओ मअच्छीए,अंतोसिंदूरिअसंखवत्तकरणिं वहइ चंदो	Reflected in the deer-eyed woman's cheek Covered with fresh tooth marks, The moon looks like a white conch shell Red on the inside.
पुसिआ कण्णाहरणेंदणीलकिरणाहआ ससिमऊहा,माणिणिवअणम्मि सकज्जलंसुसंकाइ दइएण	The lover wipes away the silver moonbeams Blending with the blue gleams of her sapphire earrings From the face of his offended mistress, Mistaking them for tears mixed with eye-black.
एद्दहमेत्तम्मि जए सुंदरमहिलासहस्सभरिए वि,अणुहरइ णवर तिस्सा वामद्धं दाहिणद्धस्स	In the whole wide world Teeming with thousands of beautiful women The only thing that matches this woman's right side . . . Is her left side.
जह जह वाएइ पिओ तह तह णच्चामि चंचले पेम्मे,वल्ली वलेइ अंगं सहावथद्धे वि रुक्खम्मि	Since love is fickle I dance to my lover's tune. A creeper twines itself Around the unbending tree
दुक्खेहि लब्भइ पिओ लद्धो दुक्खेहि होइ साहीणो,लद्धो वि अलद्धो च्चिअ जइ जह हिअअं तह ण होइ	He can be captured only with the greatest difficulty And once captured he is difficult to keep, And even if captured, He is not captured Unless his heart is captured as well
अव्वो अणुणअसुहकंखिरीअ अकअं कअं कुणंतीए,सरलसहावो वि पिओ अविणअमग्गं वला णीओ	How stupid! She was so anxious to taste the pleasure of being groveled to That she made out that he had done something When he hadn't, And led her innocent lover into devious ways.
हत्थेसु अ पाएसु अ अंगुलिगणणाइ अइगआ दिअहा,एण्हिं उण केण गणिज्जउ त्ति भणिउं रुअइ मुद्धा	Having passed the time By counting the days First on her fingers, then on her toes, The young girl burst into tears, Not knowing what to count with next
कीरमुहसच्छहेहिं रेहइ वसुहा पलासकुसुमेहिं,वुद्धस्स चलणवंदणपडिएहि व भिक्खुसंघेहिं	The flowers of the flame trees, Which resemble parrots' beaks, Make the ground resplendent, Like a congregation of monks Prostrate in worship at the feet Of the Buddha
ण गुणेण हीरइ जणो हीरइ जो जेण भाविओ तेण,मोत्तूण पुलिंदा मोत्तिआइ गुंजाउ गेण्हंति	People are not captivated by true qualities But by what takes their fancy. The Pulindas brush pearls aside But seize upon the guñja seeds The jeweler uses as weights.
पुट्ठिं पुससु किसोअरि पलोहरंकोल्लपत्तचित्तलिअं,छेआहि दिअरजाआहि उज्जुए मा कलिज्जिहिसि	Slender girl, Don't be so naïve: Brush off your back All trace of the leaves From the aṃkolla in the yard, Otherwise your clever sisters-in-law will start thinking.
अच्छीइ ता थइस्सं दोहि वि हत्थेहि तम्मि दिट्ठम्मि,अंगं कलंवकुसुमं व पुलइअं कह णु ढक्किस्सं	The moment I see him I will cover my eyes with both hands, But how am I going to hide my body Which is bristling like a spiky kadamba blossom?
झंझावाउत्तिणिए घरम्मि रोऊण णीसहणिसण्णं,दावेइ व गअवइअं विज्जुज्जोओ जलहराणं	The storm snatched the thatch from the roof And the lightning flashed through the rafters As if to show the clouds the helpless wife, Sitting in tears Alone without her husband.
सुहपुच्छिआइ हलिओ मुहपंकअसुरहिपवणणिव्वविअं,तह पिअइ पअइकडुअं पि ओसहं जह ण णिट्ठाइ	After she who peeped in to ask how he was Had with her fragrant breath Cooled the bitter medicine, The plowman drained it to the very last drop
अह सा तहिं तहिं व्विअ वाणीरवणम्मि चुवकसंकेआ,तुह दंसणं विमग्गइ पब्भट्टणिहाणठाणं च	Having missed the assignation In all those reed beds, She looks for you everywhere As though in search of lost treasure
लुम्बीओ अंगणमाहवीण दारग्गलाउ जाआउ,आसासो पंथपलोअणे वि पिट्ठो गअवईणं	In spring The clusters of jasmine Bar the gate of the courtyard. Even the comfort of looking down the road Is denied to the grass widows.
पिअदंसणसुहरसमउलिआइ जइ से ण होंति णअणाइं,ता केण कण्णरइअं लक्खिज्जइ कुवलअं तिस्सा	If her eyes were not closed In ecstasy At seeing her lover, Who would notice the blue lily Behind her ear?
चिक्खिल्लखुत्तहलमुहकड्ढणसिढिले पइम्मि पासुत्ते,अप्पत्तमोहणसुहा घणसमअं पामरी सवइ	When he fell asleep, Exhausted after a day of dragging the plow through thick mud, His wife, Angry at missing the pleasures of love, Cursed the rainy season.
दुम्मेंति देंति सोक्खं कुणंति अणुराअअं रमावेंति,अरइरइवंधवाणं णमो णमो मअणवाणाणं	They cause grief, Give pleasure, Create a longing And allay it: Praised be the arrows of the God of Love, Kindred of pleasure and pain.
कुसुममआ वि अइखरा अलद्धफंसा वि दूसहपआवा,भिंदंता वि रइअरा कामस्स सरा वहुविअप्पा	How very puzzling! Though made of flowers They are extremely sharp. Though they make no contact They are irresistibly powerful. Though they cut through the flesh They cause delight —The arrows of the God of Love
ईसं जणेंति दावेंति मम्महं विप्पिअं सहावेंति,विरहे ण देंति मरिउं अहो गुणा तस्स वहुमग्गा	They cause jealousy, Kindle love, Make grief bearable And prevent separation from being fatal: Love's arrows have so many different effects.
णीआइ अज्ज णिक्किव पिणद्धणवरंगआइ वरईए,घरपरिवाडीअ पहेणआइ तुह दंसणासाए	Have a care— The poor girl, wearing a freshly dyed dress, Is distributing festival cakes from door to door In the hope of catching a glimpse of you.
णक्खुक्खुडिअं सहआरमंजरिं पामरस्स सीसम्मि,वंदिं मिव हीरंतिं भमरजुआणा अणुसरंति	Bees pursue the mango blossom That the scruffy farmhand has torn off with his nails And placed on his head, Like young men thronging around a woman Taken hostage
मुहविज्झविअपईवं णिरुद्धसासं ससंकिउल्लावं,सवहसअरक्खिओट्ठं चोरिअरमिअं सुहावेइ	The lamp blown out, Stifled sighs, Fearful whispers, Lips sealed by hundreds of vows: Oh! the joys of stolen love.
वहलतमाहअराई अज्ज पउत्थो पई घरं सुण्णं,तह जग्गेसु सअज्जिअ ण जहा अम्हे मुसिज्जामो	It is pitch-dark outside, My husband left today, And the house is deserted. Please, neighbor, do keep watch: I don't want to be burgled.
संजीवणोसहं मिव सुअस्स रक्खइ अणण्णवावारा,सासू णवब्भदंसणकंठागअजीविअं सोण्हं	Without leaving her bedside for a moment The mother nurses her daughter-in-law Who has almost expired at the sight of the first rain clouds, As if she were a medicine which could restore The life of her son
णूणं हिअअणिहित्ताइ वससि जाआइ अम्ह हिअअम्मि,अण्णह मणोरहा मे साहसु कह तीअ विण्णाआ	You live in my heart With your wife locked in your own For tell me how else could she know exactly what I want?
तइ सुहअ अईसंते तिस्सा अच्छीहि कण्णलग्गेहिं,दिण्णं घोलिरवाहेहि पाणिअं दंसणसुहाणं	When she could no longer follow you With her eyes stretching almost to her ears She poured a libation with rolling tears To the past pleasure of seeing you
उप्पेक्खागअ तुह मुहदंसणपडिरुद्धजीविआसाइ,दुहिआइ मए कालो केत्तिअमेत्तो व्व णेअव्वो	How much longer can I go on In this misery, My will to live dependent On visualizing your face In my imagination?
वोलीणालक्खिअरूअजोव्वणा पुत्ति कं ण दूमेसि,दिट्ठा पणट्ठपोराणजणवआ जम्मभूमि व्व	Don't worry, dear girl, When youth and beauty are all but gone You can still cause pain, Like the sight of one's birthplace From which the familiar faces Have vanished
परिओसविअसिएहिं भणिअं अच्छीहि तेण जणमज्झे,पडिवण्णं तीअ वि उव्वमंतसेएहि अंगेहिं	In the midst of the crowd A boy speaks through his eyes Shining with delight, And a girl replies As her limbs break out in a sweat
जइ सो ण वल्लहो च्चिअ गोत्तग्गहणेण तस्स सहि कीस,होइ मुहं ते रविअरफंसविसट्टं व तामरसं	If he is not dear to you How comes it, my friend, That at the mere mention of his name Your face opens like a lotus Touched by the rays of the sun?
माणदुमपरुसपवणस्स मामि सव्वंगणिव्वुइअरस्स,अवऊहणस्स भद्दं रइणाडअपुव्वरंगस्स	O auntie! Hurrah for the embrace That, like a violent wind, bends the tree of pride, Gives pleasure to the whole body, And is the prologue to the play of love
णिअआणुमाणणीसंक हिअअ दे पसिअ विरम एत्ताहे,अमुणिअपरमत्थजणाणुलग्ग कीस म्ह लहुएसि	Heart, Please, enough of this! How can you slight us and attach yourself To someone whose real worth is unknown, Judging merely by your own feelings?
अंगाणं तणुआरअ सिक्खावअ दीहरोइअव्वाणं,विणआइक्कमआरअ मा मा णं पम्हसिज्जासु	First you made her waste away, Then taught her how to weep and wail, Then made her flout all decency. So, please, do not neglect her now
अण्णह ण तीरइ च्चिअ परिवड्ढंतगरुअं पिअअमस्स,मरणविणोएण विणा विरमावेउं विरहदुक्खं	She knew no way To stop the insistent, ever-increasing Pain of being parted from her lover Except by diverting herself With death
वण्णंतीहि तुह गुणे वहुसो अम्हेहि छिंछईपुरओ,वालअ सअम् एअ कओ सि दुल्लहो कस्स कुप्पामो	My boy, I've so often described how nice you are To those sly hussies That it's my fault you're now beyond my reach. Whom else can I blame?
जाओ सो वि विलक्खो मए वि हसिऊण गाढम् उवऊढो,पढमोसरिअस्स णिअंसणस्स गंठिं विमग्गंतो	He was embarrassed But I laughed and gave him a hug When he groped for the knot Of my skirt and found it Already undone.
अवराहेहि वि ण तहा पत्तिअ जह मं इमेहि दुम्मेसि,अवहत्थिअसब्भावेहि सुहअ दक्खिण्णभणिएहिं	Believe me, my dear, The wrongs you have done me Are nothing like as hurtful As these polite words devoid of true feeling
मा जूर पिआलिंगणसरहसभमिरीण वाहुलइआणं,तुण्हिक्क परुण्णेनं इमिणा माणंसिणि मुहेणं	Proud lady, silently weeping, Do not scold your arms For straying into the empty hollow That was your lover's embrace.
मा वच्च पुप्फलाविर देवा उअअंजलीहि तूसंति,गोलाणईअ पुत्तअ सीलुम्मूलाइ कूलाइं	My boy, Why go picking flowers? The gods are perfectly happy with offerings of water And the banks of the Godavarê Are the ruin of many a young man.
एत्थ मए रमिअव्वं तीअ समं चिंतिऊण हिअएण,पामरकरसेउल्ला णिवडइ तुवरी वविज्जंती	As he sows, The seeds stick to the farmer's hands Which grow moist When he thinks that soon he might be making love With his girl in this very field.
गहवइसुओच्चिएसु वि फलहीवेंटेसु उअह वहुआइ,मोहं भमइ पुलइओ विलग्गसेअंगुली हत्थो	Look! The landowner's son has already plucked the cotton But his simple wife lingers, vainly stroking the empty pods With a trembling and sweaty hand
अज्जं मोहणसुहिअं मुअ त्ति मोत्तुं पलाइए हलिए,दरफुडिअवेंटभारोणआइ हसिअं व फलहीए	When the plowman took to flight, Fearing the good lady was dead When she had only swooned in love's ecstasy, The cotton plant, bowed under its white, half-opened pods, Seemed to smile.
णीसासुक्कंपिअपुलइएहि जाणंति णच्चिउं धण्णा,अम्हारिसीहि दिट्ठे पिअम्मि अप्पा वि वीसरिओ	Some lucky women are able to prance around With sighs and shivers and raptures. But when women like us see their husbands They completely forget themselves.
वाहि व्व वेज्जरहिओ धणरहिओ सअणमज्झवासो व्व,रिउरिद्धिदंसणं मिव दूसहणीओ तुह विओओ	Like being ill without a doctor, Like being poor amongst one's relatives, Like seeing one's enemy prosper, This separation from you is intolerable.
आअण्णेइ अडअणा कुडुंगहेट्ठम्मि दिण्णसंकेआ,अग्गपअपेल्लिआणं मम्मरअं जुण्णपत्ताणं	Listening for the rustle of dead leaves Stirred by his footfall, The wanton woman awaits her lover in the arbor
अहिलेंति सुरहिणीससिअपरिमलावद्धमंडलं भमरा,अमुणिअचंदपरिहवं अपुव्वकमलं मुहं तिस्सा	Attracted by her fragrant breath, Bees cluster round her face That is like no other lotus Since the moon cannot outshine it
धीरावलंविरीअ वि गुरुअणपुरओ तुमम्मि वोलीणे,पडिओ से अच्छिणिमीलणेण पम्हट्ठिओ वाहो	In front of her parents She showed no emotion When you passed by, But a tear that clung to her lashes Fell when she closed her eyes.
भरिमो से सअणपरंमुहीअ विअलंतमाणपसराइ,कइअवसुत्तुव्वत्तणथणअलसप्पेल्लणसुहेल्लिं	I will never forget How at first she turned her back on me, Then, as her sulkiness faded, Heaved up her round breasts, While feigning sleep —What pleasure it was to fondle them.
फग्गुच्छवणिद्दोसं केण वि कद्दमपसाहणं दिण्णं,थणअलसमुहपलोट्टंतसेअधोअं किणो धुअसि	Why are you trying to wash away that powder Which someone innocently threw at you On the Holê festival? It has already been washed away by the sweat Streaming off the nipples of your round breasts.
किं ण भणिओ सि वालअ गामणिधूआइ गुरुअणसमक्खं,अणिमिसम् ईसीसि वलंतवअणणअणद्धतिट्ठेहिं	You dimwit, What do you mean she didn't say anything to you? This village headman's daughter, Who in front of her elders looked at you With half-closed eyes and face slightly averted, Without blinking once.
णअणब्भंतरघोलंतवाहभरमंथराइ दिट्ठीए,पुणरुत्तपेच्छरीए वालअ किं जं ण भणिओ सि	You fool, How can you say she didn't say a word? She looked at you all the time But her sight was blurred By the tears welling up in her eyes
अंतोहुत्तं डज्झइ जाआसुण्णे घरे हलिअउत्तो,उक्खाअणिहाणाइ व रमिअट्ठाणाइ पेच्छंतो	In the house left empty by his wife's death The plowman is consumed by grief, Staring at where they used to make love As though at hiding places robbed of their treasure
णिद्दाभंगो आवंडुरत्तणं दीहरा अ णीसासा,जाअंति जस्स विरहे तेण समं कीरिसो माणो	If when he's away One lies awake, Grows pale, And sighs deeply, What is the point of being angry When he's back again?
तेण ण मरामि मण्णूहि पूरिआ अज्ज जेण रे सुहअ,तग्गअमणा मरंती मा तुज्झ पुणो वि लग्गिस्सं	The only reason I do not die of anger This very moment, my dear, Is that in my next life I do not wish to be dependent on you again Because I died thinking of you.
अवरज्झसु वीसद्धं सव्वं ते सुहअ विसहिमो अम्हे,गुणणिब्भरम्मि हिअए पत्तिअ दोसा ण माअंति	Do your worst, have no fear: I can take anything from you, my dear. In my heart, so brimful of your virtues, There is no room for any faults.
भरिउच्चरंतपसरिअपिअसंभरणपिसुणो वराईए,परिवाहो विअ दुक्खस्स वहइ णअणट्ठिओ वाहो	The tear in the eye of the wretched girl, Betraying thoughts of her beloved, Wells up, brims over and flows out Like a flood of grief.
जं जं करेसि जं जं जंपसि जह जह तुमं णिअच्छेसि,तं तम् अणुसिक्खिरीए दीहो दिअहो ण संपडइ	Going over everything you do, Everything you say, Every trick of your eyes —One day is too short
भंडंतीअ तणाइं सोत्तुं दिण्णाइ जाइ पहिअस्स,ताइ च्चेअ पहाए अज्जा आअड्ढइ रुअंती	The straw she had grudgingly given the traveler To sleep on, That same straw she was sweeping up next morning In tears.
अज्ज सहि केण गोसे कं पि मणे वल्लहं भरंतेण,अम्हं मअणसराहअहिअअवणप्फोडणं गीअं	Friend, Whoever it was who sang this song So early in the morning, He must have been thinking of some lover, For he reopened the wounds That the God of Love had made in my heart With his sharp arrows
उट्ठंतमहारंभे थणए दट्ठूण मुद्धवहुआए,ओसण्णकवोलाए णीससिअं पढमघरिणीए	When she saw the high breasts Of her husband's new wife The first wife sighed And her face fell.
गरुअछुहाउलिअस्स वि वल्लहकरिणीमुहं भरंतस्स,सरसो मुणालकवलो गअस्स हत्थे च्चिअ मिलाणो	Though tormented with hunger The elephant allows the tasty mouthful of lotus roots In his trunk To dry up and wither As he stands thinking of the face of his favorite wife
पसिअ पिए का कुविआ सुअणु तुमं परअणम्मि को कोवो,को हु परो णाह तुमं कीस अउण्णाण मे सत्ती	Calm down. Who's the angry one? You, my slim beauty. How can one be angry with a stranger? Who's the stranger? You, my lord. How come? I must have done something wrong in a past life.
एहिसि तुमं ति णिमिसं व जग्गिअं जामिणीअ पढमद्धं,सेसं संतावपरव्वसाइ वरिसं व वोलीणं	Thinking that you would come, The wakeful first part of the night went by in a minute. The remainder of the night, Filled with disappointment, Seemed to last a year.
अवलंवह मा संकह ण इमा गहलंघिआ परिब्भमइ,अत्थक्कगज्जिउब्भंतहित्थहिअआ पहिअजाआ	Catch her! No need to be afraid of this woman Running around in circles: She is not possessed by a demon, Just a traveler's wife Startled by a sudden thunderclap.
केसररअविच्छड्डे मअरंदो होइ जेत्तिओ कमले,जइ भमर तेत्तिओ अण्णहिं पि ता सोहसि भमंतो	Bee, Only were you to find in another flower As much nectar as you find inside the pollen-filled lotus Would you be right to hover around it.
पेच्छंति अणिमिसच्छा पहिआ हलिअस्स पिट्ठपंडुरिअं,धूअं दुद्धसमुद्दुत्तरंतलच्छिं विअ सअण्हा	Full of desire, the passers-by halt And stare at the plowman's daughter Who is powdered with flour, Without blinking their eyes, As if they were the gods And she the goddess Laksm≥ ê Rising up from the Ocean of Milk.
कस्स भरसि त्ति भणिए को मे अत्थि त्ति जंपमाणीए,उव्विग्गरोइरीए अम्हे वि रुआविआ तीए	"When we asked her whom she was thinking of She replied: ""No one,"" And began to cry so piteously That we cried with her."
पाअपडिअं अहव्वे किं दाणि ण उट्ठवेसि भत्तारं,एअं चिअ अवसाणं दूरं पि गअस्स पेम्मस्स	Be reasonable! Your husband has fallen at your feet. Why not help him up again? However long your love has lasted, This could be the end.
तडविणिहिअग्गहत्था वारितरंगेहि घोलिरणिअंवा,सालूरी पडिविंवे पुरिसाअंति व्व पडिहाइ	With fingertips clutching the river bank, And hips gently moving with the waves, The female frog, Hanging over her mirror image in the water, Looks like a woman making love On top of her husband.
सिक्करिअमणिअमुहवेविआइ धुअहत्थसिंजिअव्वाइ,सिक्खंतु वोडहीओ कुसुंभ तुम्हं पसाएण	Thanks to you, prickly safflower tree, Young girls will learn to suck in their breath, To moan, To twitch, To flutter their hands And make their bracelets rattle.
जेत्तिअमेत्ता रच्छा णिअंव कह तेत्तिओ ण जाओ सि,जेण छिविज्जइ गुरुअणलज्जोसरिओ वि सो सुहओ	Why, my hips, Have you not grown as wide as the street So that I might touch that lovely man As he tries to escape The awkward scene with my parents?
मरगअसूईविद्धं व मोत्तिअं पिअइ आअअग्गीवो,मोरो पाउसआले तणग्गलग्गं उअअविंदुं	In the rainy season The peacock, Stretching its long neck, Pecks at the raindrop That hangs on the tip of a grass blade Like a pearl pierced by an emerald needle
अज्जाइ णीलकंचुअभरिउव्वरिअं विहाइ थणवट्टं,जलभरिअजलहरंतरदरुग्गअं चंदविंवं व	Her round breast Bulging out of a dark blue blouse Looks like the moon Peering from behind a cloud Heavy with rain.
राअविरुद्धं व कहं पहिओ पहिअस्स साहइ ससंकं,जत्तो अम्वाण दलं तत्तो दरणिग्गअं किं पि	"Cautiously, As if it were a matter of high treason, One traveler said to the other: ""There are shoots on the mango trees. So it can't be long now."""
धण्णा ता महिलाओ जा दइअं सिविणए वि पेच्छंति,णिद्द च्चिअ तेण विणा ण एइ का पेच्छए सिविणं	Happy the women Who at least see their lovers in dream. But without him I cannot sleep Let alone dream.
मज्झण्हपत्थिअस्स वि गिम्हे पहिअस्स हरइ संतावं,हिअअट्ठिअजाआमुहमअंकजोण्हाजलप्पवहो	In the midday heat of summer The mere thought of the refreshing stream of cool moonlight From his wife's round face Restores the traveler.
भण को ण रूसइ जणो पत्थिज्जंतो अदेसआलम्मि,रइवावडा रुवंतं पिअं पि पुत्तं सवइ माआ	Tell me, Would you not get angry When bothered at the wrong time and place? What mother does not curse her little son, dear as he is, If he comes crying while she is busy making love?
एएण च्चिअ कंकेल्लि तुज्झ तं ण त्थि जं ण पज्जत्तं,उवमिज्जइ जं तुह पल्लवेण वरकामिणीहत्थो	O, aóoka tree, There is nothing more for you to achieve: Your leaves have been compared to the hand of a lovely woman
विज्झाविज्जइ जलणो गहवइधूआइ वित्थअसिहो वि,अणुमरणघणालिंगणपिअअमसुहसिज्जिरंगीए	Her body Sweating with the pleasure Of tightly embracing her beloved husband, The landowner's daughter Puts out the flames of his pyre
जारमसाणसमुब्भवभूइसुहप्फंससिज्जिरंगीए,ण समप्पइ णवकावालिणीअ उद्धूलणारंभो	The kapalika novice cannot stop daubing her body With ashes that come from her lover's pyre: The pleasure of touching them Brings her out in a sweat.
एक्को पण्हअइ थणो वीओ पुलएइ णहमुहालिहिओ,पुत्तस्स पिअअमस्स अ मज्झणिसण्णाइ घरिणीअ	One breast oozes milk, The other is covered with nail marks and gooseflesh: Behold the housewife sitting between husband and son.
