english	prakrit
The one who observes the five great vows knows all.	पंचमहाव्रती जाणइ सव्वं।
All is suffering.	सव्वं हवे दुक्खं।
I know the true Dharma.	अण्णं धम्मं जाणेमि।
The world knows non-violence.	लोए जाणइ अहिंसा।
Non-violence is everything.	अहिंसा सव्वं हवे।
He knows all that is pure.	पवित्तं सव्वं जाणइ।
The follower of the five great vows knows everything.	पंचमहाव्रतं सव्वं जाणइ।
He knows everything through Dharma.	धम्मेणं सव्वं जाणइ।
Everything is bound to the world.	लोए सव्वं हवे।
All is purity.	पवित्तं सव्वं हवे।
Non-violence is everything.	अहिंसा हवे सव्वं।
The follower of the five vows knows everything.	पंचव्रतं जाणइ सव्वं।
Wrong views dominate everything.	मिच्छत्तं हवे सव्वं।
The five vows encompass everything.	पंचव्रतं हवे सव्वं।
Dharma is everything.	धम्मं हवे सव्वं।
All is dominated by wrong views.	सव्वं मिच्छत्तं हवे।
Purity is everything.	पवित्तं हवे सव्वं।
The five great vows are everything.	पंचमहाव्रतं हवे सव्वं।
He knows everything in the world.	लोए सव्वं जाणइ।
He knows all wrong views.	मिच्छत्तं सव्वं जाणइ।
Everything is bound to the world.	सव्वं लोए हवे।
He knows all death.	मरणं जाणइ सव्वं।
In the world, the five vows are everything.,	लोए पंचव्रतं हवे।
He knows all death.,	मरणं जाणइ सव्वं।
Non-violence is the way of life.,	जीवणं अहिंसा।
He knows everything in the world.,	सव्वं जाणइ लोए।
In the world, everything is dominated by wrong views.	लोए सव्वं जाणइ मिच्छत्तं।
He knows all wrong views.,	मिच्छत्तं जाणइ सव्वं।
The five vows encompass everything.,	सव्वं हवे पंचव्रतं।
Through Dharma, he knows everything.,	धम्मे सव्वं जाणइ।
He knows all life.,	जीवं जाणइ सव्वं।
The five vows are bound to Dharma.,	पंचव्रतं हवे धम्मं।
In Dharma, the follower of the five vows knows everything.,	धम्मे पंचव्रती जाणइ।
In the world, non-violence is the greatest.,	लोए अहिंसा मणुस्सत्तं।
In the world, everything is wrong views.,	सव्वं लोके मिच्छत्तं।
He knows delusion alone.,	अण्णं मिच्छत्तं जाणइ।
He knows all purity in the world.,	सव्वं पवित्तं जाणइ लोके।
Dharma is where the follower of five vows resides.,	धम्मं पंचव्रती हवे।
He knows all life through non-violence.,	जीवं जाणइ अहिंसा।
Non-violence is the greatest human virtue.,	अहिंसा सव्वं मणुस्सत्तं।
The follower of five vows knows everything.,	सव्वं जाणइ पंचव्रती।
Non-violence is known through Dharma.,	अहिंसा धम्मे जाणइ।
He knows Dharma and wrong views.,	धम्मं मिच्छत्तं जाणइ।
In the world, the follower of five vows knows everything.,	लोके पंचव्रती सव्वं जाणइ।
Non-violence is everything, through the five vows.,	सव्वं हवे पंचव्रतं अहिंसा।
He knows everything, alone in the world.,	अण्णं जाणइ सव्वं लोके।
He knows everything about the human state.,	सव्वं जाणइ मणुस्सत्तं।
In Dharma, the observer of the five great vows is present.,	धम्मे पंचमहाव्रती हवे।
He knows the value of human life.,	जीवं मणुस्सत्तं जाणइ।
In the world, he knows all through non-violence.,	लोए सव्वं जाणइ अहिंसा।
Human life is everything.,	मणुस्सत्तं हवे सव्वं।
The follower of five vows knows everything.,	सव्वं पंचव्रती हवे।
In the world, wrong views dominate everything.,	मिच्छत्तं लोके हवे सव्वं।
In the world, the five vows encompass everything.,	सव्वं हवे लोके पंचव्रतं।
He knows non-violence through the five vows.,	अहिंसा जाणइ सव्वं पंचव्रतं।
In the world, non-violence is everything.,	लोके सव्वं अहिंसा हवे।
Through Dharma, the follower of five vows knows everything.,	धम्मेणं पंचव्रती जाणइ।
The observer of the five great vows knows everything.,	सव्वं पंचमहाव्रती जाणइ।
In the world, human life is everything.,	लोए सव्वं हवे मणुस्सत्तं।
In the world, everything is dominated by wrong views.,	सव्वं लोके मिच्छत्तं जाणइ।
He knows everything in the human realm.,	अण्णं सव्वं मणुस्सत्तं।
In the world, he knows everything through non-violence.,	लोए सव्वं अहिंसा जाणइ।
Dharma is everything, and wrong views exist.,	धम्मं हवे सव्वं मिच्छत्तं।
In the world, the observer of the five great vows knows everything.,	सव्वं पंचमहाव्रती जाणइ लोके।
In the world, non-violence is everything.,	लोके अहिंसा हवे सव्वं।
The five vows are everything in the world.,	अण्णं पंचव्रतं हवे सव्वं।
In the world, non-violence and the five vows are everything.,	लोके अहिंसा हवे पंचव्रतं।
He knows everything about the five vows in the world.,	लोके पंचव्रतं जाणइ सव्वं।
The observer of the five great vows knows everything through Dharma.,	सव्वं पंचमहाव्रती जाणइ धम्मेणं।
The five vows encompass everything in the world.,	सव्वं लोके पंचव्रतं।
He knows non-violence and the five vows.,	अहिंसा जाणइ सव्वं पंचव्रतं।
The observer of the five great vows knows everything through Dharma.,	धम्मं पंचमहाव्रती जाणइ लोके।
In the world, non-violence and the five vows are everything.,	लोके सव्वं अहिंसा पंचव्रतं।
In the world, he knows everything through the five great vows.,	लोके सव्वं जाणइ पंचमहाव्रतं।
In the world, non-violence encompasses everything.,	लोके अहिंसा सव्वं जाणइ।
He knows everything through the five vows.,	अण्णं पंचव्रतं सव्वं जाणइ।
He knows everything about the five great vows in the world.,	लोके पंचमहाव्रतं जाणइ सव्वं।
"The five vows are known through Dharma."""	सव्वं पंचव्रतं धम्मे जाणइ।
"In the world, he knows everything through the five vows."""	अण्णं लोके पंचव्रतं जाणइ।
"He knows everything about the five great vows in the world."""	लोके पंचमहाव्रतं सव्वं जाणइ।
He knows everything about the five vows	अण्णं पंचव्रतं धम्मे जाणइ।
He knows all wrong views.,	मिच्छत्तं सव्वं जाणइ।
Non-violence is known through Dharma.,	अहिंसा धम्मे जाणइ।
He knows life through the five vows.,	जीवं जाणइ पंचव्रतं।
In the world, non-violence is everything.,	लोए अहिंसा सव्वं जाणइ।
The follower of five vows knows everything.,	सव्वं पंचव्रती जाणइ।
In Dharma, the observer of the five great vows resides.,	धम्मे पंचमहाव्रती हवे।
In the world, the follower of five great vows knows everything.,	लोए पंचमहाव्रती जाणइ सव्वं।
He knows everything through the five vows.,	अण्णं पंचव्रतं जाणइ।
In the world, he knows everything about the five vows.,	लोके पंचव्रतं सव्वं जाणइ।
He knows life and the five vows in the world.,	जीवं पंचव्रतं जाणइ लोके।
The observer of five great vows knows everything in the world.,	धम्मे पंचमहाव्रती जाणइ लोके।
The observer of five great vows resides in Dharma.,	सव्वं पंचमहाव्रती हवे धम्मे।
In the world, the observer of five great vows knows non-violence.,	लोके पंचमहाव्रती जाणइ अहिंसा।
In the world, the follower of five vows knows everything.,	लोए सव्वं जाणइ पंचव्रती।
Non-violence is everything through the five vows.,	अहिंसा सव्वं जाणइ पंचव्रतं।
In the world, the observer of five great vows knows non-violence.,	लोके पंचमहाव्रती अहिंसा जाणइ।
The follower of five vows knows life.,	जीवं पंचव्रती जाणइ।
The observer of five great vows resides in all of Dharma.,	धम्मे पंचमहाव्रती हवे सव्वं।
In the world, the observer of five great vows knows everything.,	लोके सव्वं पंचमहाव्रती जाणइ।
In the world, non-violence and the five vows are known.,	लोके अहिंसा पंचव्रतं जाणइ।
Through Dharma, everything about the five great vows is known.,	धम्मे पंचमहाव्रतं जाणइ सव्वं।
In the world, the follower of five vows knows everything.,	लोए सव्वं पंचव्रती जाणइ।
The follower of five vows knows all life.,	जीवं पंचव्रती सव्वं जाणइ।
In the world, the observer of five great vows knows non-violence.,	लोके पंचमहाव्रती अहिंसा जाणइ।
The follower of five vows knows all non-violence.,	अहिंसा पंचव्रती सव्वं जाणइ।
He knows good karma.,	कम्मं पुण्णं जाणइ।
He knows what is to be eaten.,	असणं भवित्तं जाणइ।
He knows all knowledge.,	विज्जा सब्बं जाणइ।
He knows all loving-kindness in Dharma.,	धम्मे सव्वं मेत्तं जाणइ।
He knows the flow of life.,	जीवं पवत्तं जाणइ।
He knows the unopposed weapon.,	सत्थं अविरुद्धं जाणइ।
He knows the other in all worlds.,	सव्वं लोके परं जाणइ।
The sage knows life.,	जीवं मुणी जाणइ।
He knows the subtlety of difference.,	विसेसं अणु जाणइ।
He knows all restraint in speech.,	वाग्दंडं सव्वं जाणइ।
He knows the greatness of glory.,	महत्तं पज्जस्स जाणइ।
He knows non-existence and non-activity.,	असव्वं अपवत्तं जाणइ।
He knows the soul in Dharma.,	धम्मे अप्पणं जाणइ।
He knows the non-opposed in the world.,	लोए अविरुद्धं जाणइ।
He knows the eon and its count.,	कप्पं संखणं जाणइ।
He knows all human beings.,	माणवं सव्वं जाणइ।
He knows the highest knowledge.,	विज्जा परं जाणइ।
He knows all greatness.,	महत्तं सव्वं जाणइ।
He knows the weapon of non-violence.,	सत्थं अहिंसा जाणइ।
He knows the supreme in Dharma.,	धम्मे परमं जाणइ।
He knows the non-opposed Dharma in the world.,	लोए अविरुद्धं धम्मं जाणइ।
He knows all non-violence.,	सव्वं अहिंसा जाणइ।
He knows the greatness of life.,	जीवं महत्तं जाणइ।
He knows all knowledge.,	सव्वं विज्जा जाणइ।
He knows the highest knowledge.,	विज्जा परमं जाणइ।
He knows all Dharma in the world.,	धम्मे सव्वं लोके जाणइ।
He knows all karma.,	सव्वं कम्मं जाणइ।
He knows the ultimate supreme knowledge.,	विज्जा परमं परं जाणइ।
He knows all knowledge in the world.,	लोए सव्वं विज्जा जाणइ।
He knows the non-opposed in Dharma.,	धम्मे अविरुद्धं जाणइ।
He knows the ultimate in the world.,	सव्वं परमं लोके जाणइ।
He knows all life in Dharma.,	जीवं सव्वं धम्मे जाणइ।
He knows all non-violence in Dharma.,	सव्वं अहिंसा धम्मं जाणइ।
He knows all knowledge in the world.,	लोके विज्जा सव्वं जाणइ।
He knows the ultimate karma.,	सव्वं कम्मं परं जाणइ।
He knows non-violence and knowledge in Dharma.,	धम्मे अहिंसा विज्जा जाणइ।
He knows all knowledge in Dharma.,	सव्वं विज्जा धम्मं जाणइ।
He knows the unopposed knowledge.,	अविरुद्धं विज्जा जाणइ।
He knows all life through non-violence.,	जीवं सव्वं अहिंसा जाणइ।
He knows all knowledge in Dharma.,	सव्वं विज्जा धम्मे जाणइ।
He knows the greatness of knowledge in the world.,	लोए महत्तं विज्जा जाणइ।
He knows all greatness of knowledge.,	विज्जा सव्वं महत्तं जाणइ।
He knows all humanity in Dharma.,	धम्मे सव्वं माणवं जाणइ।
He knows the supreme in all knowledge.,	सव्वं विज्जा परं जाणइ।
He knows non-violence in all knowledge in the world.	लोए विज्जा अहिंसा जाणइ।
He knows good karma.,	कम्मं पुण्णं जाणइ।
He knows what is to be eaten.,	असणं भवित्तं जाणइ।
He knows all knowledge.,	विज्जा सब्बं जाणइ।
He knows all loving-kindness in Dharma.,	धम्मे सव्वं मेत्तं जाणइ।
He knows the flow of life.,	जीवं पवत्तं जाणइ।
He knows the unopposed weapon.,	सत्थं अविरुद्धं जाणइ।
In the world, he knows everything about the five vows.,	लोए पंचव्रतं सव्वं जाणइ।
He knows life and the five vows in the world.,	जीवं पंचव्रतं जाणइ लोके।
The observer of five great vows knows everything in the world.,	धम्मे पंचमहाव्रती जाणइ लोके।
The observer of five great vows resides in Dharma.,	सव्वं पंचमहाव्रती हवे धम्मे।
In the world, the observer of five great vows knows non-violence.,	लोके पंचमहाव्रती जाणइ अहिंसा।
In the world, the follower of five vows knows everything.,	लोए सव्वं जाणइ पंचव्रती।
Non-violence is everything through the five vows.,	अहिंसा सव्वं जाणइ पंचव्रतं।
In the world, the observer of five great vows knows non-violence.,	लोके पंचमहाव्रती अहिंसा जाणइ।
The follower of five vows knows life.,	जीवं पंचव्रती जाणइ।
The observer of five great vows resides in all of Dharma.,	धम्मे पंचमहाव्रती हवे सव्वं।
In the world, the observer of five great vows knows everything.,	लोके सव्वं पंचमहाव्रती जाणइ।
In the world, non-violence and the five vows are known.,	लोके अहिंसा पंचव्रतं जाणइ।
Through Dharma, everything about the five great vows is known.,	धम्मे पंचमहाव्रतं जाणइ सव्वं।
In the world, the follower of five vows knows everything.,	लोए सव्वं पंचव्रती जाणइ।
The follower of five vows knows all life.,	जीवं पंचव्रती सव्वं जाणइ।
In the world, the observer of five great vows knows non-violence.,	लोके पंचमहाव्रती अहिंसा जाणइ।
The follower of five vows knows all non-violence.,	अहिंसा पंचव्रती सव्वं जाणइ।
In the world, the observer of five great vows knows Dharma.,	लोए पंचमहाव्रती धम्मं जाणइ।
The five vows are everything in the world.,	सव्वं पंचव्रतं हवे लोके।
He knows life, non-violence, and the five vows.,	जीवं अहिंसा पंचव्रतं जाणइ।
In the world, the observer of five great vows knows Dharma.,	लोके पंचमहाव्रतं धम्मं जाणइ।
The follower of five vows knows everything through Dharma.,	धम्मे पंचव्रती सव्वं जाणइ।
He knows good karma.,	कम्मं पुण्णं जाणइ।
He knows what is to be eaten.,	असणं भवित्तं जाणइ।
He knows all knowledge.,	विज्जा सब्बं जाणइ।
He knows all loving-kindness in Dharma.,	धम्मे सव्वं मेत्तं जाणइ।
He knows the flow of life.,	जीवं पवत्तं जाणइ।
He knows the unopposed weapon.,	सत्थं अविरुद्धं जाणइ।
In the world, he knows everything about the five vows.,	लोए पंचव्रतं सव्वं जाणइ।
He knows life and the five vows in the world.,	जीवं पंचव्रतं जाणइ लोके।
The observer of five great vows knows everything in the world.,	धम्मे पंचमहाव्रती जाणइ लोके।
The observer of five great vows resides in Dharma.,	सव्वं पंचमहाव्रती हवे धम्मे।
In the world, the observer of five great vows knows non-violence.,	लोके पंचमहाव्रती जाणइ अहिंसा।
In the world, the follower of five vows knows everything.,	लोए सव्वं जाणइ पंचव्रती।
Non-violence is everything through the five vows.,	अहिंसा सव्वं जाणइ पंचव्रतं।
In the world, the observer of five great vows knows non-violence.,	लोके पंचमहाव्रती अहिंसा जाणइ।
The follower of five vows knows life.,	जीवं पंचव्रती जाणइ।
The observer of five great vows resides in all of Dharma.,	धम्मे पंचमहाव्रती हवे सव्वं।
In the world, the observer of five great vows knows everything.,	लोके सव्वं पंचमहाव्रती जाणइ।
In the world, non-violence and the five vows are known.,	लोके अहिंसा पंचव्रतं जाणइ।
Through Dharma, everything about the five great vows is known.,	धम्मे पंचमहाव्रतं जाणइ सव्वं।
In the world, the follower of five vows knows everything.,	लोए सव्वं पंचव्रती जाणइ।
The follower of five vows knows all life.,	जीवं पंचव्रती सव्वं जाणइ।
In the world, the observer of five great vows knows non-violence.,	लोके पंचमहाव्रती अहिंसा जाणइ।
The follower of five vows knows all non-violence.,	अहिंसा पंचव्रती सव्वं जाणइ।
In the world, the observer of five great vows knows Dharma.,	लोए पंचमहाव्रती धम्मं जाणइ।
The five vows are everything in the world.,	सव्वं पंचव्रतं हवे लोके।
He knows life, non-violence, and the five vows.,	जीवं अहिंसा पंचव्रतं जाणइ।
In the world, the observer of five great vows knows Dharma.,	लोके पंचमहाव्रतं धम्मं जाणइ।
The follower of five vows knows everything through Dharma.,	धम्मे पंचव्रती सव्वं जाणइ।
In the world, the observer of five great vows knows Dharma.,	लोके पंचमहाव्रती जाणइ धम्मं।
The follower of five vows knows non-violence through Dharma.,	अहिंसा पंचव्रती जाणइ धम्मं।
He knows life and non-violence through the five great vows.,	जीवं अहिंसा जाणइ पंचमहाव्रतं।
In the world, the observer of five great vows knows everything.,	लोके पंचमहाव्रती जाणइ सव्वं।
Everything is known in Dharma through the five great vows.,	सव्वं धम्मे पंचमहाव्रतं जाणइ।
In the world, the observer of five great vows knows Dharma.,	लोए पंचमहाव्रती धम्मं जाणइ।
He knows all life through the five vows.,	जीवं सव्वं जाणइ पंचव्रतं।
The observer of five great vows knows everything through Dharma.,	धम्मे पंचमहाव्रती जाणइ सव्वं।
In the world, everything is known through the five vows.,	लोए सव्वं जाणइ पंचव्रतं।
The follower of five vows knows non-violence in Dharma.,	अहिंसा पंचव्रती जाणइ धम्मं।
Everything is known through the five great vows in Dharma.,	धम्मे पंचमहाव्रतं जाणइ सव्वं।
In the world, the follower of five vows knows Dharma.,	लोए पंचव्रती धम्मं जाणइ।
He knows life and non-violence through the five great vows.,	जीवं अहिंसा पंचमहाव्रतं जाणइ।
The observer of five great vows knows everything in Dharma.,	धम्मे पंचमहाव्रती जाणइ सव्वं।
We are all equal as human beings, but our actions are diverse.,	अम्हे सव्वे मणुस्सा समाणा, किं तु अम्हाणं कम्माइं विविहाइं।
Life has many sorrows, but there are also experiences of happiness.,	जीवणे बहुइं दुक्खाइं होंति, परं सुक्खस्स अणुहवो वि होइ।
Nature is our mother, and we must always protect her.,	पयडी अम्हाणं माया, तीए रक्खणं कायव्वं सदा।
Knowledge is the supreme wealth that can never be lost.,	विज्जा धणं सव्वुत्तमं, जं कयावि ण णस्सइ।
Whatever action is begun with whatever intention, it surely bears that fruit.,	जेण जेण संजोएण जं जं कम्मं समारद्धं, तं तं पावेइ णियमा।
Non-violence is the supreme dharma, it should be practiced by all.,	अहिंसा परमो धम्मो, तस्स पालणं कायव्वं सव्वेहिं।
Protection should be given to all living beings, not just humans.,	सव्वेसिं जीवाणं रक्खणं कायव्वं, ण केवलं मणुस्साणं।
Both knowledge and action are important, life is meaningless without them.,	णाणं च कम्मं च दोण्णि वि महत्तराइं, एएहिं विणा जीवणं णिरत्थयं।
May all people be happy, may all be free from illness.,	सव्वे जणा सुहिणो होंतु, सव्वे संतु णिरामया।
As the seed, so the fruit; as the action, so the result.,	जहा बीयं तहा फलं, जहा कम्मं तहा फलं।
One who gives also receives, helping others is the highest happiness.,	दाणं देंतो वि लहेइ, परोवयारो परमं सुहं।
Everything is impermanent, but knowledge is eternal.,	सव्वं अणिच्चं, परं णाणं णिच्चं।
Friendship is the essence of life, one can live without wealth.,	जीवणस्स सारो मित्तया, धणेण विणा वि जीविदुं सक्कं।
Anger is the root of sorrow, forgiveness is the cause of happiness.,	कोहो दुक्खस्स मूलं, खमा सुहस्स कारणं।
The whole world is one family, we should protect each other.,	सव्वं लोयं वसुहा कुडुंबयं, परस्परं रक्खणं कायव्वं।
Whatever we do, may it all be in harmony with nature.,	जं किंचि करेमो, तं सव्वं पयडीए अणुकूलं होउ।
We wish happiness for all, thus we too become happy.,	सव्वेसिं सुहं इच्छामो, तेण अम्हे वि सुहिणो होमो।
Life is extremely uncertain, therefore always practice truth.,	जीवणं अच्चंतं चंचलं, तेण सदा सच्चं आयरियव्वं।
Where there is truth, there is dharma; where there is dharma, there is victory.,	जहिं सच्चं तहिं धम्मो, जहिं धम्मो तहिं जओ।
Whatever is seen perishes, what is unseen is eternal.,	जं किंचि दिस्सइ तं णस्सइ, जं ण दिस्सइ तं सस्सयं।
All sorrow should be endured, all happiness should be wished for.,	सव्वं दुक्खं सहियव्वं, सव्वं सुक्खं पत्थियव्वं।
One who falls by oneself gets up by oneself, one shouldn't expect help from others.,	जो सयं पडइ सो सयं उट्ठेइ, परस्स सहाओ ण अपेक्खियव्वो।
As the mind, so the speech; as the speech, so the action.,	जहा चित्तं तहा वाया, जहा वाया तहा किया।
Compassion should be shown to all beings, this is the eternal dharma.,	सव्वेसु भूएसु दया कायव्वा, एसो धम्मो सणंतणो।
What's in the mind should be in speech, what's in speech should be in action.,	जं मणे तं वाए, जं वाए तं कम्मे।
May all people be happy, may all be free from illness.,	सव्वे जणा सुहिणो होंतु, सव्वे संतु णिरामया।
Whatever people lack, that they desire.,	जेण जेण विहीणा तं तं इच्छंति मणुया।
Criticize yourself, not others; this is the path to purity.,	अप्पाणं णिंदसु मा परं, एसो मग्गो विसुद्धीए।
One who protects dharma is protected by dharma.,	जो धम्मं रक्खइ सो धम्मेण रक्खिज्जइ।
Everything dependent on others is sorrow, everything under one's control is happiness.,	सव्वं परवसं दुक्खं, सव्वं अत्तवसं सुहं।
As the seed is sown, so is the fruit obtained.,	जहा बीयं वुत्तं तहा फलं लब्भइ।
Truth is nectar-like speech, falsehood is poison-like speech.,	सच्चं अमया वाणी, अलियं विसमया वाणी।
May all have friends, may no one have enemies.,	सव्वेसिं मित्ताइं होंतु, वेराइं केणइ ण होंतु।
May all people be happy, may no one be sorrowful.,	सव्वे जणा सुहिणो होंतु, दुक्खिणो मा होंतु केइ।
May there be well-being for all, may there be prosperity for all.,	सव्वेसिं कल्लाणं भवतु, सव्वेसिं स्वस्ति भवतु।
One who observes dharma is protected.,	जो धम्मं पालेइ सो रक्खिज्जइ।
Whatever you do, do it all with love; this is the essence of life.,	जं किंचि करेसि तं सव्वं पेम्मेण कुणसु, एसो जीवणस्स सारो।
Protection of all living beings should be done; this is the highest dharma.,	सव्वेसिं जीवाणं रक्खणं कायव्वं, एसो परमो धम्मो।
With little learning one knows much, with much learning one knows little.,	अप्पसुएण बहुं जाणइ, बहुसुएण अप्पं जाणइ।
One who conquers oneself conquers all; this is the supreme victory.,	जो अप्पाणं जिणइ सो सव्वं जिणइ, एसो परमो विजओ।
All sorrow should be endured, all happiness should be welcomed.,	सव्वं दुक्खं सहियव्वं, सव्वं सुक्खं वंदियव्वं।
Where there is truth, there is dharma; where there is dharma, there is truth.,	जहिं सच्चं तहिं धम्मो, जहिं धम्मो तहिं सच्चं।
We desire friendship with all, we make enmity with none.,	सव्वेसिं मित्तत्तं इच्छामो, केणइ सह वेरं ण कुणमो।
What's in mind should be in speech, what's in speech should be in action; this is the virtue of good people.,	जं मणे तं वाए, जं वाए तं कम्मे, एसो सुजणाणं गुणो।
The whole world is one family, mutual love should be practiced.,	सव्वं लोयं वसुहा कुडुंबयं, परस्परं पेम्मं कायव्वं।
One who is a friend of nature is a friend of humans; this is true environmentalism.,	जो पयडीए मित्तं सो मणुस्साणं मित्तं, एसो सच्चो पयडीवाओ।
One who wishes happiness for all attains happiness oneself; this is the law of karma.,	सव्वेसिं सुहं इच्छंतो सयं सुहं लहइ, एसो कम्मस्स णियमो।
Whatever is seen perishes, what is unseen is eternal.,	जं किंचि दिस्सइ तं णस्सइ, जं ण दिस्सइ तं सस्सयं।
Compassion should be shown to all beings; this is the eternal dharma.,	सव्वेसु भूएसु दया कायव्वा, एसो धम्मो सणंतणो।
As the seed, so the tree; as the tree, so the fruit.,	जहा बीयं तहा रुक्खो, जहा रुक्खो तहा फलं।
Everything is impermanent, but knowledge is eternal; this is the supreme principle.,	सव्वं अणिच्चं, परं णाणं णिच्चं, एसो परमो सिद्धंतो।
One who falls by oneself rises by oneself; don't expect help from others.,	जो सयं पडइ सो सयं उट्ठेइ, परोवयारं मा अपेक्खसु।
Whatever action is begun with whatever intention, it surely bears that fruit.,	जेण जेण संजोएण जं जं कम्मं समारद्धं, तं तं पावेइ णियमा।
Everything dependent on others is sorrow, everything under one's control is happiness; this is the essence of life.,	सव्वं परवसं दुक्खं, सव्वं अत्तवसं सुहं, एसो जीवणस्स सारो।
One who protects dharma is protected by dharma; this is the glory of dharma.,	जो धम्मं रक्खइ सो धम्मेण रक्खिज्जइ, एसो धम्मस्स महिमा।
Truth is nectar-like speech, falsehood is poison-like speech; truth alone triumphs.,	सच्चं अमया वाणी, अलियं विसमया वाणी, सच्चमेव जयइ।
What's in mind should be in speech, what's in speech should be in action; this is the best conduct.,	जं मणे तं वाए, जं वाए तं कम्मे, एसो उत्तमो आयारो।
May all have friends, may no one have enemies; this is an auspicious saying.,	सव्वेसिं मित्ताइं होंतु, वेराइं केणइ ण होंतु, एसो मंगलवाओ।
May all people be happy, may no one be sorrowful; this is the feeling of compassion.,	सव्वे जणा सुहिणो होंतु, दुक्खिणो मा होंतु केइ, एसो करुणाभावो।
May there be well-being for all, may there be prosperity for all; this is for the benefit of all.,	सव्वेसिं कल्लाणं भवतु, सव्वेसिं स्वस्ति भवतु, एसो सव्वहियत्थो।
One who observes dharma is protected; this is the fruit of dharma.,	जो धम्मं पालेइ सो रक्खिज्जइ, एसो धम्मस्स फलं।
One who disciplines oneself disciplines the world; this is the essence of wisdom.,	जो अप्पाणं विणेइ सो लोयं विणेइ, एसो णाणस्स सारो।
The whole world is my friend, I have no enemies.,	सव्वं जगं मित्तं मे, ण कोइ सत्तू मे अत्थि।
As the action, so the result; this is the principle of karma.,	जहा कम्मं तहा फलं, एसो कम्मस्स सिद्धंतो।
Protection of all living beings should be done; this is the highest dharma.,	सव्वेसिं जीवाणं रक्खणं कायव्वं, एसो परमो धम्मो।
Whatever we do, may it all be in harmony with nature.,	जं किंचि करेमो, तं सव्वं पयडीए अणुकूलं होउ।
We wish happiness for all, thus we too become happy.,	सव्वेसिं सुहं इच्छामो, तेण अम्हे वि सुहिणो होमो।
Life is extremely uncertain, therefore always practice truth.,	जीवणं अच्चंतं चंचलं, तेण सदा सच्चं आयरियव्वं।
Where there is truth, there is dharma; where there is dharma, there is victory.,	जहिं सच्चं तहिं धम्मो, जहिं धम्मो तहिं जओ।
Whatever is seen perishes, what is unseen is eternal.,	जं किंचि दिस्सइ तं णस्सइ, जं ण दिस्सइ तं सस्सयं।
All sorrow should be endured, all happiness should be wished for.,	सव्वं दुक्खं सहियव्वं, सव्वं सुक्खं पत्थियव्वं।
One who falls by oneself gets up by oneself, one shouldn't expect help from others.,	जो सयं पडइ सो सयं उट्ठेइ, परस्स सहाओ ण अपेक्खियव्वो।
As the mind, so the speech; as the speech, so the action.	जहा चित्तं तहा वाया, जहा वाया तहा किया।
Speak the truth, do not lie.,	सच्चं बोल्लह, मा अलियं वयह।
As the seed, so the fruit.,	जहा बीयं तहा फलं।
Be a friend to all, make enemy of none.,	सव्वेसिं मित्तो होहि, केणावि सह वेरं मा कुणसु।
Know thyself, know the world.,	अप्पाणं जाणह, लोयं जाणह।
Forgiveness is the ornament of the brave.,	खमा वीरस्स भूसणं।
Protect nature.,	पयडीए रक्खणं कुणह।
Non-violence is the supreme dharma.,	अहिंसा परमो धम्मो।
Speak little, listen much.,	अप्पं भणाहि, बहुं सुणाहि।
As the thought, so the speech.,	जहा चिंता तहा वाया।
All sorrow should be endured.,	सव्वं दुक्खं सहियव्वं।
Knowledge is supreme strength.,	णाणं परमं बलं।
Action alone is the cause.,	कम्मं चेव कारणं।
May all people be happy.,	सव्वे जणा सुहिणो होंतु।
Truth alone triumphs.,	सच्चमेव जयइ।
Criticize yourself, not others.,	अप्पाणं णिंदसु मा परं।
Everything is impermanent, knowledge is permanent.,	सव्वं अणिच्चं, णाणं णिच्चं।
As the mind, so the speech.,	जहा मणो तहा वाणी।
May all have friends.,	सव्वेसिं मित्ताइं होंतु।
Love conquers all.,	पेम्मेण सव्वं जयइ।
Discontent is a great fault.,	अप्पसंतोसो महादोसो।
All dependence is sorrow.,	सव्वं परवसं दुक्खं।
One who protects dharma is protected.,	जो धम्मं रक्खइ सो रक्खिज्जइ।
Contentment is the root of happiness.,	सुहस्स मूलं संतोसो।
As the form, so the quality.,	जहा रूवं तहा गुणो।
Conquer yourself.,	अप्पाणं जिणह।
Nature is our mother.,	पयडी अम्हाणं माया।
Knowledge is the supreme wealth.,	विज्जा धणं सव्वुत्तमं।
One who is content is wealthy.,	जेण संतोसो तेण धणं।
Compassion should be shown to all beings.,	सव्वेसु भूएसु दया कायव्वा।
As the action, so the result.,	जहा कम्मं तहा फलं।
One who conquers oneself conquers all.,	जो अप्पाणं जिणइ सो सव्वं जिणइ।
The whole world is one family.,	सव्वं लोयं वसुहा कुडुंबयं।
What's in mind should be in speech.,	जं मणे तं वाए।
We wish happiness for all.,	सव्वेसिं सुहं इच्छामो।
Friend of nature is friend of humans.,	जो पयडीए मित्तं सो मणुस्साणं मित्तं।
Everything is impermanent, but knowledge is eternal.,	सव्वं अणिच्चं, परं णाणं णिच्चं।
Life is extremely uncertain.,	जीवणं अच्चंतं चंचलं।
Protection of all living beings should be done.,	सव्वेसिं जीवाणं रक्खणं कायव्वं।
As the seed is sown, so is the fruit obtained.,	जहा बीयं वुत्तं तहा फलं लब्भइ।
Truth is nectar-like speech.,	सच्चं अमया वाणी।
May all have friends, may no one have enemies.,	सव्वेसिं मित्ताइं होंतु, वेराइं केणइ ण होंतु।
